fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,5
7.1,0.43,0.17,1.8,0.0819999999999999,27.0,51.0,0.99634,3.49,0.64,10.4,5
7.784052697487844,0.28,0.3035722396432334,1.9936960476884118,0.061831894605024314,17.978986825628038,33.957973651256076,0.9952348818694574,3.277268287331645,0.895166969894449,11.285290777939627,7
7.960831830486756,0.7629165593204826,0.015375096611565664,2.4904184915517957,0.08541247745730135,13.341668813590347,26.512503220385522,0.9973626639186044,3.376833376271807,0.47025006440771044,9.85625161019276,4
7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,5
10.474018382729254,0.3570619255397108,0.5257628446761735,2.4870091913646273,0.07014123851079422,5.282477021588432,16.0,0.9968356046421509,3.158474310647653,0.6556495404317686,11.211857766191324,8
7.970286817890178,0.9664216079071538,0.02,3.070286817890177,0.08276357556708817,6.0,11.206070738818639,0.9983182734426496,3.4944249517173045,0.5188499034346095,10.783625724240428,3
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6
7.0,0.54,0.09,2.0,0.081,10.0,16.0,0.99479,3.43,0.59,11.5,6
7.9,0.24,0.4,1.6,0.0559999999999999,11.0,25.0,0.9967,3.32,0.87,8.7,6
9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,7
7.2,0.63,0.0,1.9,0.0969999999999999,14.0,38.0,0.99675,3.37,0.58,9.0,6
8.371207195497291,0.2615171218010837,0.3799225184240517,2.1151712180108375,0.04474306458535213,4.0,10.287928045027094,0.9939852486995867,3.274318920675406,0.7171982011256773,12.543189206754064,7
9.39230113126247,0.3576903393787404,0.4315397737475064,4.915141856711314,0.06253806787574807,18.53849434368766,37.92301131262468,0.9966460354192875,3.2307656221943573,0.8530795474950128,11.007698868737531,7
5.533607467268475,0.6109868821665109,0.03672149345369505,1.665570130926099,0.04433607467268475,22.62280523704396,87.33607467268476,0.9913377194762956,3.520164480361085,0.82,13.630317860046773,8
7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,7
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6
7.8,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69,10.1,7
6.8763688406182215,0.3858842028978505,0.2997026449287616,2.0,0.05658842028978496,15.588420289785052,32.08920652137152,0.9942757426812123,3.302081485498669,0.7570578985510747,11.69718369560491,8
12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,1.18,9.2,6
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6
7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,6
9.8,1.24,0.34,2.0,0.079,32.0,151.0,0.998,3.15,0.53,9.5,5
10.388505288695052,0.3266378966521289,0.4677010577390104,5.559199757397009,0.07233621033478711,5.0,13.663789665212889,0.997511494711305,3.2122989422609898,0.782385252304603,12.245978845219792,8
8.430195061468712,0.7831273118731922,0.184894249272072,1.8812525687479913,0.0916246403752812,25.104106729213534,48.63542094791332,0.9975130153961501,3.3355205336460676,0.6630195061468711,9.772915810417336,3
7.4,0.53,0.26,2.0,0.1009999999999999,16.0,72.0,0.9957,3.15,0.57,9.4,5
7.764088553097783,0.8839481142612978,0.020118989857025375,2.1664683502382913,0.07961113806672149,12.66468350238291,27.676582488085447,0.9967940505071488,3.4169443096663925,0.4499405050714873,10.203569695710762,4
9.173416455540226,0.4535895976597704,0.4264104023402296,2.5454791591264367,0.07327125045241381,6.635625226206901,16.545208408735633,0.9945557392176322,3.177260420436782,0.6881645886114943,12.14493765834483,8
5.7,1.13,0.09,1.5,0.172,7.0,19.0,0.994,3.5,0.48,9.8,4
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7
9.15004730372743,0.4417702710267564,0.4905932439240807,2.4441148644866217,0.08461817574754185,29.558851355133783,50.23540542053513,0.9962971094663435,3.247349323832608,0.8129378373839462,11.952918915892974,7
7.007130932198171,0.44302981143809456,0.21750250423838413,2.067860720340549,0.09728623898328047,4.0,7.107130932198171,0.9948963978050712,3.4314295254241465,0.5532172669504573,11.153598855944207,4
6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,6
7.523797140034908,1.5105707275873614,0.0016933968881131384,2.074599046678303,0.13200447918006614,5.084669844405657,9.254009533216971,0.994864990607063,3.504233492220283,0.41947406421330113,10.819563647814626,3
10.548076955575057,0.33575640873983065,0.42376923466900696,2.626410260743341,0.09473589739256659,16.0,47.73589739256659,0.9984528205214867,3.145756408739831,0.9022564171893457,10.379230782230023,7
9.1,0.765,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,9.7,4
10.052369818766943,0.637915756977806,0.44364930916892575,2.479232924981517,0.18756958745893917,4.789315041676935,15.789315041676936,0.9992609479275067,3.1852821949987677,0.6184123272922315,8.589616462490758,3
7.677566579470269,0.7103802436258555,0.052319408112612195,1.403422105960359,0.07406844211920717,8.741444735099103,20.387832897351345,0.9964612167102649,3.1816349869205403,1.0011406442052264,9.303422105960358,4
10.6,1.025,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57,10.1,5
10.765255876354239,0.6208676810534903,0.5452226829987079,2.0260949742404666,0.10756366997158996,11.043430154557202,43.8697095363284,0.9997409183931244,3.2621733518031673,0.5595656984544279,9.139124020607627,3
7.861368635806812,0.41889993199450964,0.3045474543227247,2.209657841048297,0.07801342839006606,6.0,11.634473863172342,0.9937510264768551,3.292897352314489,0.6346210454731063,12.509657841048297,7
5.146759117524355,0.560655710651385,0.16441362749188154,1.959722647426934,0.042623454900324736,15.532408824756446,99.75309019935052,0.9924,3.4771450097589303,0.8668827254983763,12.915586372508118,7
8.0,0.705,0.05,1.9,0.074,8.0,19.0,0.9962,3.34,0.95,10.5,6
8.897869337204018,0.5693431424256197,0.24767863470704407,2.1605414950667887,0.058578340197328466,13.210829901335767,34.02707475333942,0.995611256033895,3.3404838138129924,0.466324897040073,10.128628603597445,4
8.517120640500673,0.7981833618920424,0.04121109207197168,2.2135700400312923,0.07447811321032638,5.1357004003129205,14.0,0.9968492704403442,3.3227140080062583,0.5718579759812248,10.86429959968708,4
10.408679585372502,0.3982640829254996,0.49825484451468827,2.1565096890293765,0.07934718341490007,6.478301036568745,20.0,0.9962338688597744,3.14,0.7534810725598121,11.1,7
6.5874666386333995,0.6732799989487526,0.0,4.201600031537424,0.058311999579501006,11.054666649145876,20.2186665965835,0.9950494666123522,3.4461733345597887,0.5545333350854126,11.679733371879076,4
7.59540658275249,1.5709280009361686,0.0,2.149379235410729,0.136081316550498,5.0,9.11483543118774,0.9948022594386771,3.502985721210881,0.40321539207325674,10.895406582752491,3
7.207281953135431,0.9494030445346922,0.04072819531354309,1.9331075156437756,0.09919983530820248,19.258255625083446,45.291278125417236,0.9966160795406738,3.3118543609372915,0.5425825562508345,9.718543609372913,3
7.362209649636139,1.0800224495230197,0.08940074227970299,2.99400742279703,0.08324419299272277,5.10599257720297,12.10599257720297,0.9958890337648505,3.5452996288601484,0.6010599257720297,11.072808907356436,4
7.158016704183791,0.5534105793164011,0.4980167041837913,2.1,0.11232066816735166,3.1399443193873626,8.720111361225275,0.9968303430991745,3.34539387513261,0.5713994431938736,10.453938751326099,4
7.8,0.645,0.0,2.0,0.0819999999999999,8.0,16.0,0.9964,3.38,0.59,9.8,6
7.043173123022825,0.5279079296268682,0.20770932200892134,1.9220266343112038,0.08266079902933603,8.779733656887963,23.0,0.9958885466100447,3.3756826876977177,0.43440532686224076,9.154626512978218,4
10.669662989061155,0.33008239384381266,0.4383595586873388,2.642621731874821,0.09457378268125179,16.0,47.57378268125179,0.9984852434637497,3.1400823938438127,0.9281947709997135,10.427865195624463,7
8.40111601949408,0.32852359916453944,0.47909013407596496,3.1943346508857453,0.07919313337974782,21.442920250638164,45.82918701013378,0.9966342315741007,3.261708129898662,0.8051158645316008,12.56137332405044,8
6.994029014480033,0.9385176159343052,0.011599171014856227,2.8291015506801123,0.08598078753588655,5.579958550742811,12.840082898514378,0.9962520248695543,3.583603315940575,0.592196269566853,10.26503108694289,3
8.172208863841153,0.8635863981061348,0.19496393237111564,2.2111645446353845,0.08605462046888077,8.389556807942302,23.277911361588462,0.9966946822236274,3.293349363390615,0.4672208863841154,9.888835455364616,4
7.373157555783404,0.9104665587007397,0.06828938894585113,2.8146045005126603,0.07997498389971171,5.6342122210829775,12.634212221082977,0.9956002231503589,3.4956051445241916,0.5936578777891702,11.104868166837553,4
6.660375195745094,0.41470029684556636,0.2855456419611256,9.626835986306927,0.0614651109084228,12.029512656803028,114.72271790194372,0.9961449370824795,3.2598032489546465,0.7207870041814142,10.81091283922251,4
6.8,0.47,0.08,2.2,0.064,18.0,38.0,0.99553,3.3,0.65,9.6,6
6.2,0.51,0.14,1.9,0.0559999999999999,15.0,34.0,0.99396,3.48,0.57,11.5,6
7.043375341201131,0.4808043827607159,0.3833753412011305,2.1,0.10773501364804522,3.522082195996232,7.955835608007536,0.9958482487562896,3.3874290415595856,0.5752208219599623,10.874290415595855,4
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5
11.974506504823108,0.4247124415931988,0.6547124415931989,3.0783690792449043,0.10818283188258528,10.0,23.02403435639455,1.0000012017178197,3.1480772514884356,0.8497596564360544,10.37115877232654,7
7.606690689681928,0.3648633103454571,0.32431655172728563,1.8,0.07363525172409072,15.784172413635718,23.027337930908573,0.9942422805862137,3.2363525172409076,0.6987841724136357,11.533741034500071,8
6.5665471611023545,0.656708493614176,0.0,2.140727462344706,0.06285092236412942,6.40727462344706,13.40727462344706,0.9960413063035328,3.5126178215450583,0.5977817612965882,10.366547161102355,4
8.021861376889133,0.5481553325531647,0.3118446674468353,2.3680616102714973,0.08459691948642514,15.621694282466168,78.78138623110868,0.9972927753558914,3.2504184830814493,0.6362169428246617,9.368061610271496,4
7.729112941518861,0.7995564707594301,0.04708870584811397,2.0990523523419946,0.0579999999999999,4.427217646202849,8.427217646202848,0.9968240484713414,3.368544352924057,0.42398788216462685,9.868991763165129,4
12.827900041835974,0.541064889134671,0.6125699288788455,5.8,0.07825699288788455,6.441999163280536,40.046997071481876,1.0019767996653122,3.106270054386765,0.7104699707148188,10.558000836719465,7
7.412643577517557,1.315827444299756,0.018735642248244262,3.448966241873587,0.11639079352693121,4.250574310070229,10.873564224824426,0.9960040466452834,3.4625287155035114,0.44496554139578626,10.63770100852458,3
8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,5
7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.03,11.6,6
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,5
10.0,0.41,0.45,6.2,0.071,6.0,14.0,0.99702,3.21,0.49,11.8,7
7.8182257426405695,0.3697430834554652,0.35649538897031013,1.7441589816171836,0.06409112871320286,4.324769448515506,12.558410183828165,0.9956290645544157,3.28299077794062,0.9189481753695474,10.75070268749212,8
8.075064381709636,1.199948494632292,0.013573268048846716,2.9822624231750368,0.10103083967055618,5.678663402442336,10.357326804884671,0.9975832397541601,3.4864267319511533,0.4610797062198102,10.967866340244234,3
11.1,0.44,0.42,2.2,0.064,14.0,19.0,0.99758,3.25,0.57,10.4,6
9.030142371626324,0.2783570619377208,0.3346571752249117,1.9684994335640456,0.06113712991003533,13.0,27.0,0.9948759123112805,3.2320569486505297,0.781785309688604,11.606856495501766,7
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6
7.8,0.815,0.01,2.6,0.074,48.0,90.0,0.99621,3.38,0.62,10.8,5
8.3,0.33,0.42,2.3,0.07,9.0,20.0,0.99426,3.38,0.77,12.7,7
